"YEAR","QUARTER","CODE","CODE0","NAME","SVCODE","SVNAME","SALES_MONTH_AMT","SALES_MONTH_CNT","SALES_PER_WKND","SALES_PER_1114","SALES_PER_1417","SALES_PER_1721","SALES_PER_2124","SALES_PER_WOMAN","SALES_PER_AGE10","SALES_PER_AGE20","SALES_PER_AGE30","N_STORE","REPOP_TOT_AVG","FLPOP_TOT_AVG","IN_MONTH_AVG","CN_TOT_AVG"
2018,2,1000529,"000579","목동중앙서로7길","CS100006","패스트푸드점",121929627,10996,31,24,24,48,5,46,10,32,22,2,2979,70377,3573195,1390637959
2018,2,1000823,"000979","신원로3길","CS100002","중식음식점",22266383,1321,42,37,26,35,1,44,2,23,20,2,4307,164804,2573653,1886047271
2018,2,1000796,"000185","남부순환로151길","CS100002","중식음식점",749123842,33942,39,36,20,39,5,36,2,23,27,2,2028,52256,2558143,809010281
2018,2,1000951,"000634","백제고분로45길","CS100003","일식음식점",349636688,12341,29,29,14,40,14,43,1,40,25,8,3728,79067,3180994,2123322277
2018,2,1000644,"000502","디지털로32길","CS100003","일식음식점",1424309755,31238,21,30,9,33,25,34,2,31,29,15,297,233408.333333333,2339253,586842261
2018,2,1000488,"000987","신촌로12길","CS100003","일식음식점",40437072,3201,50,25,22,51,3,28,6,57,24,1,572,60914,2832888,143970622
2018,2,1000688,"000264","당산로31길","CS100003","일식음식점",207649242,4418,5,58,4,21,16,44,0,14,24,4,1037,38801.3333333333,3892033,372279487
2018,2,1000640,"000310","도림로12길","CS100001","한식음식점",616804260,18521,15,28,8,41,21,37,0,17,27,18,1658,65792.6666666667,2601422,890641663
2018,2,1000343,"001293","인수봉로56길","CS100001","한식음식점",156913371,6385,25,25,11,34,16,39,1,18,18,7,2541,21109,2414494,1215587784
2018,2,1000396,"000789","서오릉로8길","CS100001","한식음식점",702802007,21357,32,25,7,40,22,44,1,14,19,9,2536,18170,2758980,1219328330
2018,2,1000298,"001372","정릉로27길","CS100001","한식음식점",443228687,11634,37,35,19,38,7,47,0,6,15,3,3735,33992.6666666667,2612496,1543699047
2018,2,1000020,"001460","지봉로8길","CS100001","한식음식점",1135833581,58269,19,55,16,24,3,40,1,14,21,14,1896,90080.3333333333,2429774,718366936
2018,2,1000295,"001336","장월로1길","CS100008","제과점",161305756,17848,24,17,24,36,14,73,7,37,19,3,2567,149576,3805263,992999454
2018,2,1000176,"000253","답십리로68길","CS100008","제과점",20462088,2059,30,18,22,28,24,61,1,13,16,1,3774,88274.6666666667,3284565,2290779388
2018,2,1000229,"000447","동일로101길","CS100009","커피·음료",34503595,6234,32,32,34,20,4,63,0,20,36,4,3036,64240,2467738,1136270596
2018,2,1000418,"001258","응암로13길","CS100009","커피·음료",123269386,18609,38,18,30,35,12,62,2,48,24,6,1029,51735,2685301,427684285
2018,2,1000802,"000213","남현3길","CS100009","커피·음료",130687453,15557,36,33,31,25,3,48,1,37,31,4,2412,78402.3333333333,3479992,1277065000
2018,2,1000123,"001349","장터길","CS100009","커피·음료",178665976,27072,35,25,31,28,6,60,2,36,30,8,1662,39740.3333333333,2378429,879578668
2018,2,1000864,"000607","방배로42길","CS100009","커피·음료",856065632,72260,24,37,28,18,6,62,1,20,33,10,614,44707.3333333333,4283668,415525656
2018,2,1000674,"000910","시흥대로150길","CS100009","커피·음료",62302683,8676,32,37,22,23,8,59,3,37,27,3,2612,35019,2612417,1107709794
2018,2,1000101,"000588","무학봉길","CS100009","커피·음료",32028754,4387,39,28,27,23,8,57,1,32,34,2,2756,44032.6666666667,2440449,880965959
2018,2,1000501,"001206","월드컵로25길","CS100009","커피·음료",162171885,23379,40,27,36,24,4,60,1,25,32,9,2194,108280,2944769,1081762005
2018,2,1000921,"000722","삼성로64길","CS100010","호프·간이주점",57129398,233,13,0,0,0,85,39,0,0,6,1,1946,46879,5976108,998279034
2018,2,1000503,"001212","월드컵로7길","CS100010","호프·간이주점",126057602,3356,27,0,0,6,52,31,1,22,46,5,5712,104841.333333333,2952110,3429724058
2018,2,1000966,"001583","풍성로25길","CS100007","치킨전문점",137627972,4978,32,7,11,49,29,34,1,7,13,2,857,27087.3333333333,2637083,322676793
2018,2,1000561,"000042","강서로47길","CS100007","치킨전문점",291051515,13719,39,2,9,54,34,45,4,16,19,3,2583,36862.3333333333,2612375,1401932596
2018,2,1000427,"001452","증산로9길","CS100007","치킨전문점",94220225,5208,33,2,6,49,38,45,2,19,21,2,5476,39788.6666666667,2758655,2146146724
2018,2,1000934,"001314","일원로9길","CS100007","치킨전문점",284741428,9540,37,4,8,44,34,35,2,23,26,4,3406,102621,3383272,4090693642
2018,2,1000176,"000253","답십리로68길","CS100003","일식음식점",194547763,1710,33,0,0,34,43,31,0,13,39,3,3774,88274.6666666667,3284565,2290779388
2018,2,1000482,"000832","성미산로1길","CS100004","양식음식점",23997810,952,19,37,11,13,26,39,0,29,41,2,2061,49224.3333333333,3000139,1287905486
2018,2,1000073,"001519","청파로47길","CS100004","양식음식점",974945763,77558,17,32,23,34,5,78,6,64,11,18,1011,248230.333333333,2856076,606746694
2018,2,1000827,"001330","장군봉1길","CS100004","양식음식점",15421143,2236,7,29,29,13,1,69,9,34,50,1,1006,130398.333333333,2479730,736338415
2018,2,1000731,"001105","영등포로84길","CS100001","한식음식점",1837583352,63074,22,41,10,34,11,34,0,19,17,28,2333,135428.666666667,3307630,869810189
2018,2,1000879,"001505","청두곶길","CS100001","한식음식점",313080837,10355,12,47,9,24,14,38,1,18,32,9,3874,58785.6666666667,3469599,1489168879
2018,2,1000242,"000552","면목로33길","CS100001","한식음식점",249243098,11693,23,24,9,40,22,38,0,9,18,11,7624,165673.333333333,2399793,3081918633
2018,2,1000221,"001743","휘경로3길","CS100001","한식음식점",1425829628,86036,29,18,11,37,21,44,3,43,16,23,2640,233617.333333333,2777210,978808656
2018,2,1000663,"000393","독산로64길","CS100001","한식음식점",362131434,13012,34,19,9,47,22,39,1,10,16,9,2297,24198.6666666667,2294264,789970714
2018,2,1000622,"000084","고척로27길","CS100009","커피·음료",3979440,414,30,0,5,26,37,50,0,50,23,1,2603,68216.3333333333,2530915,1092929478
2018,2,1000495,"001147","와우산로29길","CS100009","커피·음료",1930604485,212028,33,19,30,40,7,63,3,56,25,22,823,61451.3333333333,3258653,685186078
2018,2,1000833,"001510","청룡8길","CS100009","커피·음료",10500337,1971,28,33,26,13,16,47,1,17,20,3,3646,146245,2743778,2081643972
2018,2,1000858,"000609","방배천로4안길","CS100009","커피·음료",192292528,30172,28,30,30,27,2,66,1,35,28,8,1104,36817,4972070,458684928
2018,2,1000312,"001693","화랑로1길","CS100009","커피·음료",10790008,1550,4,52,15,6,0,71,1,44,37,1,2878,49854.6666666667,2688188,1249538140
2018,2,1000804,"000258","당곡길","CS100008","제과점",12953489,1764,13,21,25,35,0,76,0,25,35,1,1446,49831,2678108,657546788
2018,2,1000138,"000235","능동로19길","CS100010","호프·간이주점",733308368,17987,21,1,3,15,54,37,7,70,11,19,553,69895.3333333333,2517638,768176191
2018,2,1000497,"001203","월드컵로10길","CS100010","호프·간이주점",287343585,8758,25,17,9,15,39,51,0,37,37,6,1926,96327,2917543,1152473497
2018,2,1000628,"000130","구로동로38길","CS100010","호프·간이주점",97723536,2504,26,0,1,24,59,21,0,8,9,6,541,15798,2587784,164116685
2018,2,1000440,"000847","세검정로1길","CS100010","호프·간이주점",34068941,1022,21,1,5,37,40,30,1,7,11,12,1193,26865.3333333333,3525562,399155292
2018,2,1000408,"001075","연서로34길","CS100010","호프·간이주점",29292954,782,25,0,0,20,56,12,0,2,10,5,2513,100031,2828536,847165478
2018,2,1000314,"001699","화랑로40길","CS100010","호프·간이주점",340617587,5971,34,0,1,28,46,28,0,27,33,5,2562,62427.3333333333,2697514,895703537
2018,2,1000073,"001519","청파로47길","CS100010","호프·간이주점",443012991,17066,28,1,5,22,54,66,7,68,13,17,1011,248230.333333333,2856076,606746694
2018,2,1000210,"001490","천호대로17길","CS100010","호프·간이주점",19727075,439,8,0,0,8,76,34,0,22,41,1,783,41887.6666666667,2959534,537864921
2018,2,1000616,"000048","개봉로3길","CS100007","치킨전문점",60506211,3165,35,1,6,42,41,29,2,13,22,5,8859,66295,2700001,3989753614
2018,2,1000622,"000084","고척로27길","CS100007","치킨전문점",77785266,3906,37,1,7,43,39,45,3,25,25,3,2603,68216.3333333333,2530915,1092929478
2018,2,1000321,"000335","도봉로18길","CS100007","치킨전문점",6613082,234,28,0,0,23,59,31,0,13,22,3,3342,53209,2525261,1438203290
2018,2,1000716,"000942","신길로42가길","CS100007","치킨전문점",37596035,2121,36,2,7,57,32,36,1,40,23,2,4783,208955,2462318,1761271229
2018,2,1000837,"001663","행운길","CS100007","치킨전문점",314904489,17672,25,2,3,47,39,31,5,55,24,6,7484,185212,3359725,3719311517
2018,2,1000726,"001094","영등포로25길","CS100007","치킨전문점",97530058,4542,37,5,8,43,37,41,2,32,30,3,2026,50029.3333333333,2674596,1168740456
2018,2,1000305,"001456","지봉로20길","CS100008","제과점",119320090,16702,30,16,16,28,15,61,1,29,25,2,2505,80621,2525985,1278337125
2018,2,1000208,"001481","천장산로7길","CS100004","양식음식점",60889581,3038,8,35,21,38,3,66,6,66,9,3,1020,91146,3863289,397075763
2018,2,1000789,"000165","난곡로24길","CS100004","양식음식점",17499501,1021,36,31,20,44,6,49,1,15,37,1,2364,11366.3333333333,2814457,825283063
2018,2,1000952,"000635","백제고분로46길","CS100004","양식음식점",7711573,1526,12,48,37,9,0,46,1,29,31,2,3573,62860,3016815,1983549875
2018,2,1000051,"000229","녹사평대로26길","CS100004","양식음식점",498710786,29552,22,44,25,28,2,52,1,30,34,7,908,33493.6666666667,2876356,747050160
2018,2,1000328,"000732","삼양로20길","CS100005","분식전문점",381969,80,0,17,68,15,0,73,0,0,9,2,2259,47987,2851921,686774481
2018,2,1000271,"000436","동소문로2길","CS100005","분식전문점",50829306,6119,27,20,15,45,18,51,4,36,21,1,642,65724.6666666667,2595691,178351315
2018,2,1000748,"000701","사당로16길","CS100005","분식전문점",385112601,46034,30,15,11,39,21,43,2,27,28,5,3519,155194.333333333,2920205,1462232178
2018,2,1000298,"001372","정릉로27길","CS100005","분식전문점",281357899,14708,24,40,9,25,7,36,4,16,9,4,3735,33992.6666666667,2612496,1543699047
2018,2,1000579,"000108","공항대로61길","CS100005","분식전문점",76730856,10085,14,27,16,38,8,45,1,31,35,2,1290,66331,3013479,1793448614
2018,2,1000646,"000679","부일로15길","CS100001","한식음식점",411412471,15237,23,25,12,41,16,44,1,13,17,12,690,12069.3333333333,2370049,423619068
2018,2,1000587,"000498","등촌로55길","CS100001","한식음식점",1435387154,56365,31,20,8,35,21,39,1,19,25,19,2023,17978,3252154,1066743437
2018,2,1000141,"000237","능동로4길","CS100001","한식음식점",217229126,7689,20,35,12,41,12,43,0,8,19,5,1347,25854,5099937,556224033
2018,2,1000048,"001576","퇴계로8길","CS100001","한식음식점",909859803,35664,11,63,12,17,5,41,1,13,28,24,2636,196716.666666667,3479727,1706392894
2018,2,1000837,"001663","행운길","CS100001","한식음식점",361851025,15846,23,33,9,36,13,41,0,32,34,15,7484,185212,3359725,3719311517
2018,2,1000782,"000113","관악로28길","CS100001","한식음식점",411940552,10779,25,37,18,36,7,47,1,6,21,4,797,28889.6666666667,4228581,334298329
2018,2,1000447,"001437","증가로10길","CS100002","중식음식점",386053588,23062,23,41,18,31,7,33,5,34,16,5,3499,127915.333333333,2621369,1407342958
2018,2,1000707,"000505","디지털로37길","CS100009","커피·음료",12528128,299,80,11,33,34,22,36,0,0,6,3,738,34317.6666666667,2504646,386307686
2018,2,1000804,"000258","당곡길","CS100009","커피·음료",74601135,13681,36,20,19,40,11,54,2,20,25,2,1446,49831,2678108,657546788
2018,2,1000817,"000961","신림로28길","CS100009","커피·음료",181531892,38648,29,28,25,29,8,43,2,33,26,7,2073,16670.3333333333,2455822,1091906700
2018,2,1000260,"001424","중랑천로10길","CS100009","커피·음료",52481523,8099,35,39,29,19,5,46,1,18,28,4,3485,132296,2596698,2177352763
2018,2,1000812,"000674","봉천로33길","CS100009","커피·음료",18736749,3304,28,32,27,24,2,54,2,29,30,2,1052,27695.3333333333,4422033,857659871
2018,2,1000419,"001259","응암로14길","CS100001","한식음식점",317691124,16635,16,43,10,32,6,40,1,8,16,15,2145,137094.333333333,2560337,815299125
2018,2,1000951,"000634","백제고분로45길","CS100001","한식음식점",3329502130,98319,27,26,10,37,22,41,1,24,25,40,3728,79067,3180994,2123322277
2018,2,1000630,"000131","구로동로42길","CS100001","한식음식점",762612832,14838,35,26,10,40,20,30,0,5,18,28,985,25621.3333333333,2832528,517897744
2018,2,1000674,"000910","시흥대로150길","CS100010","호프·간이주점",182453298,3587,32,3,15,26,36,9,0,9,9,12,2612,35019,2612417,1107709794
2018,2,1000585,"000497","등촌로39길","CS100010","호프·간이주점",305036405,13770,26,2,3,30,46,34,3,19,19,4,3309,44044.3333333333,2895670,1447540211
2018,2,1000465,"000375","독막로8길","CS100010","호프·간이주점",114276410,3136,24,0,0,38,51,46,1,41,38,5,521,36377,3326472,300107580
2018,2,1000949,"000630","백제고분로39길","CS100008","제과점",211842033,23283,14,29,23,21,0,67,0,19,33,2,3368,78887.6666666667,3154470,2057737874
2018,2,1000620,"000063","경인로47길","CS100008","제과점",218295308,30930,25,17,18,30,14,58,9,39,15,3,1607,95120.6666666667,2721948,589918865
2018,2,1000097,"000549","매봉길","CS100008","제과점",110974893,13391,35,24,26,33,8,66,2,43,24,2,5529,25777.6666666667,2087182,432535060
2018,2,1000093,"000520","마장로27길","CS100008","제과점",105524431,12312,30,19,19,32,15,59,1,22,22,1,1482,27864,2383947,541890923
2018,2,1000963,"001116","오금로11길","CS100009","커피·음료",268814920,33222,33,24,26,27,16,46,1,32,28,13,1326,129337.666666667,3061549,1062518747
2018,2,1000330,"000734","삼양로27길","CS100009","커피·음료",266391255,36832,40,29,29,24,7,55,2,20,29,4,623,33472,4188079,415097436
2018,2,1000334,"000752","삼양로93길","CS100009","커피·음료",34434082,6040,30,33,32,28,5,61,4,27,28,2,1061,27759.6666666667,2458083,466054779
2018,2,1000595,"001033","양천로49길","CS100009","커피·음료",53408246,9153,17,37,31,21,2,56,7,32,19,3,1121,60984.6666666667,2905317,513045840
2018,2,1000559,"000040","강서로45길","CS100005","분식전문점",484061308,53671,30,17,14,33,21,52,10,23,22,15,2935,77063.3333333333,3222173,1373180375
2018,2,1000049,"001577","퇴계로90길","CS100005","분식전문점",102590543,11105,17,31,13,34,15,57,10,24,23,4,2964,33961.6666666667,2576165,1358397207
2018,2,1000561,"000042","강서로47길","CS100005","분식전문점",337852797,25372,21,26,18,50,2,58,17,12,15,7,2583,36862.3333333333,2612375,1401932596
2018,2,1000035,"000485","동호로11길","CS100005","분식전문점",44523440,4257,20,32,17,39,9,49,3,32,31,4,1988,130718.333333333,3178609,833577297
2018,2,1000934,"001314","일원로9길","CS100005","분식전문점",413091083,32692,26,29,10,26,16,38,2,18,21,6,3406,102621,3383272,4090693642
2018,2,1000231,"000450","동일로123길","CS100005","분식전문점",362401435,27808,34,32,17,31,9,45,2,23,27,7,4464,50773.3333333333,2198443,1527300670
2018,2,1000601,"001526","초록마을로8길","CS100005","분식전문점",7345163,777,19,35,13,42,2,55,3,11,24,2,8273,105739.666666667,2645466,4510380201
2018,2,1000459,"000287","대흥로21길","CS100002","중식음식점",86513685,3642,32,42,21,35,1,36,1,30,25,1,3330,129820,2445071,1586770983
2018,2,1000984,"000843","성안로3길","CS100002","중식음식점",257861700,13522,28,49,18,31,1,31,2,20,27,1,3655,181573.666666667,3424112,2676900691
2018,2,1000019,"001409","종로65길","CS100002","중식음식점",44308329,3934,32,21,15,28,21,23,1,17,23,1,5225,128137.333333333,2721614,2667658371
2018,2,1000634,"000133","구로중앙로28길","CS100002","중식음식점",284646806,9529,34,29,20,40,11,29,1,11,27,5,3342,83690.3333333333,2999425,1572676452
2018,2,1000728,"001096","영등포로35길","CS100010","호프·간이주점",22640525,605,22,27,8,9,13,10,0,11,9,2,1034,65171,2697745,932723795
2018,2,1000482,"000832","성미산로1길","CS100010","호프·간이주점",234559961,6455,38,2,1,8,46,52,2,28,32,6,2061,49224.3333333333,3000139,1287905486
2018,2,1000299,"001381","정릉로8길","CS100010","호프·간이주점",548714966,16253,19,3,3,32,38,34,12,69,4,8,279,9575.33333333333,2834550,66561427
2018,2,1000579,"000108","공항대로61길","CS100010","호프·간이주점",713495793,23406,24,6,2,17,52,30,1,19,26,11,1290,66331,3013479,1793448614
2018,2,1000964,"001120","오금로36길","CS100010","호프·간이주점",528646044,13100,19,2,0,18,49,25,0,16,19,17,2223,98107.3333333333,3179134,1557665509
2018,2,1000858,"000609","방배천로4안길","CS100010","호프·간이주점",238451124,3200,20,1,2,9,55,26,0,16,19,4,1104,36817,4972070,458684928
2018,2,1000294,"001308","인촌로6길","CS100001","한식음식점",673449577,19289,19,46,13,28,9,36,0,18,21,13,2157,42522.3333333333,2638222,1139962542
2018,2,1000411,"001077","연서로5길","CS100001","한식음식점",1069261331,32334,30,19,9,39,25,38,0,10,20,13,4570,19419,2950896,2447829317
2018,2,1000152,"001006","아차산로51길","CS100001","한식음식점",2233918129,68957,24,29,9,31,20,39,1,26,25,26,1835,30511,2785273,818730852
2018,2,1000315,"000221","노해로17길","CS100009","커피·음료",20101730,2858,28,22,38,35,4,60,6,32,21,4,1466,26779.3333333333,2398622,645403467
2018,2,1000421,"001265","응암로34길","CS100009","커피·음료",31036014,5058,33,31,34,26,5,62,2,21,29,3,3452,51697.6666666667,2615355,2156166031
2018,2,1000420,"001262","응암로22길","CS100009","커피·음료",4150098,426,21,29,40,20,9,59,1,9,14,1,1785,95851.3333333333,2606695,1191228217
2018,2,1000282,"000839","성북로8길","CS100009","커피·음료",52755509,6665,23,38,25,36,2,56,4,34,32,3,1263,24960.3333333333,3161706,509147051
2018,2,1000078,"001595","한강대로15길","CS100009","커피·음료",96997486,11696,26,39,21,19,7,37,0,27,26,2,445,8110,2844956,273381595
2018,2,1000934,"001314","일원로9길","CS100009","커피·음료",98117615,12021,26,33,26,32,8,56,1,44,27,6,3406,102621,3383272,4090693642
2018,2,1000646,"000679","부일로15길","CS100005","분식전문점",388035074,40675,24,28,17,45,5,54,3,15,25,3,690,12069.3333333333,2370049,423619068
2018,2,1000647,"000680","부일로1길","CS100005","분식전문점",47460289,5932,14,33,11,32,2,46,1,24,32,2,2187,17576.3333333333,2773787,1164912417
2018,2,1001004,"001489","천호대로170길","CS100005","분식전문점",149871124,13527,25,20,8,35,21,34,1,14,33,5,2558,147266,2961830,1055513341
2018,2,1000833,"001510","청룡8길","CS100005","분식전문점",1686768,137,3,62,9,29,0,50,3,31,42,5,3646,146245,2743778,2081643972
2018,2,1000070,"001283","이태원로27길","CS100005","분식전문점",236119638,5354,54,2,3,13,32,48,1,64,25,5,392,42588.3333333333,7902322,561894152
2018,2,1000644,"000502","디지털로32길","CS100006","패스트푸드점",237411796,12201,32,18,20,44,10,59,2,39,30,1,297,233408.333333333,2339253,586842261
2018,2,1000331,"000740","삼양로41길","CS100006","패스트푸드점",134645050,8960,37,20,25,46,9,51,3,28,23,3,2313,26404.3333333333,2298588,849778176
2018,2,1000673,"000907","시흥대로141길","CS100003","일식음식점",12565347,331,28,55,17,27,1,38,5,48,26,1,1138,28629.3333333333,2411097,1109766338
2018,2,1000471,"000529","마포대로12길","CS100003","일식음식점",444325645,6804,12,42,4,19,28,40,0,18,34,9,296,19609,2919448,240190251
2018,2,1000005,"000621","백석동길","CS100003","일식음식점",51779615,2634,6,54,9,35,1,70,0,40,33,1,1733,6060,3798765,816457713
2018,2,1000084,"001616","한남대로20길","CS100004","양식음식점",2542507372,61031,30,35,24,29,9,61,1,30,36,14,215,27793,2977280,174875405
2018,2,1000430,"001463","진흥로1길","CS100004","양식음식점",9755949,549,42,12,29,56,3,61,0,1,63,2,6587,213571.333333333,2776348,3328160542
2018,2,1000622,"000084","고척로27길","CS100010","호프·간이주점",56865820,1575,28,1,3,29,54,19,0,11,12,9,2603,68216.3333333333,2530915,1092929478
2018,2,1000573,"000094","곰달래로60길","CS100010","호프·간이주점",470791162,14455,30,0,1,20,46,30,2,23,25,22,728,29249.3333333333,2763043,307736388
2018,2,1000485,"000845","성지3길","CS100010","호프·간이주점",81371711,3033,45,15,23,36,23,63,1,54,32,5,1322,52475,3013336,750536209
2018,2,1000816,"000957","신림로11길","CS100001","한식음식점",505763137,26770,33,27,14,39,11,25,2,49,20,17,3457,72684,2548268,1916451033
2018,2,1000717,"000943","신길로42길","CS100001","한식음식점",112854636,4806,23,30,10,39,14,33,1,12,18,7,2320,34059.3333333333,2148847,542041552
2018,2,1000220,"001742","휘경로2길","CS100001","한식음식점",2999396764,192290,24,22,13,42,17,45,6,60,11,62,1215,134339.333333333,2305264,537644903
2018,2,1000871,"000799","서초대로25길","CS100001","한식음식점",1658691367,56638,16,55,9,30,6,46,1,19,26,15,1115,68770.6666666667,4019083,686589852
2018,2,1000615,"000047","개봉로2길","CS100001","한식음식점",590400475,24941,27,31,11,38,13,32,1,9,17,10,2591,33311.3333333333,2648237,1030242265
2018,2,1000117,"001160","왕십리로21길","CS100001","한식음식점",832803855,20759,30,18,10,43,23,38,4,17,20,8,2485,56487,2866175,1473086748
2018,2,1000026,"001580","평창길","CS100009","커피·음료",173561556,11493,36,32,37,26,3,61,0,15,31,4,3485,24140,5351860,2528622439
2018,2,1000818,"000964","신림로38길","CS100009","커피·음료",35217124,6179,42,20,31,34,12,58,1,54,28,5,1416,45777.6666666667,2477650,651303072
2018,2,1000573,"000094","곰달래로60길","CS100009","커피·음료",320812825,50105,35,22,24,31,14,54,3,38,29,5,728,29249.3333333333,2763043,307736388
2018,2,1000943,"000625","백제고분로21길","CS100009","커피·음료",179345984,37648,21,33,33,23,5,52,5,31,31,9,2279,79839.6666666667,3050036,1346798114
2018,2,1000027,"001586","필운대로1길","CS100009","커피·음료",362658375,56213,8,39,25,15,1,79,17,38,14,9,703,21172,4847096,294877106
2018,2,1000329,"000733","삼양로24길","CS100010","호프·간이주점",14797159,456,19,0,0,19,53,25,1,7,14,2,1978,43543.3333333333,2742210,358445575
2018,2,1000695,"000275","대림로34길","CS100006","패스트푸드점",173707506,7186,46,11,16,52,21,46,3,23,28,1,1325,68348.6666666667,2528592,414189912
2018,2,1000817,"000961","신림로28길","CS100006","패스트푸드점",185910586,6164,42,20,16,49,15,44,1,26,23,3,2073,16670.3333333333,2455822,1091906700
2018,2,1000787,"000140","국회단지길","CS100006","패스트푸드점",5143355,719,16,21,49,29,0,67,0,12,31,2,3714,104516.666666667,2451594,1622529217
2018,2,1000401,"001068","연서로16길","CS100007","치킨전문점",46362596,1622,34,0,2,43,43,39,0,17,34,3,3289,134312.333333333,2722226,1838736957
2018,2,1000380,"000462","동일로192길","CS100007","치킨전문점",985694100,39536,31,0,2,34,40,34,4,49,16,4,745,114466.333333333,3429715,569029831
2018,2,1000004,"000565","명륜길","CS100004","양식음식점",258937919,60813,13,38,22,25,0,43,7,71,9,3,1336,139291.333333333,2247785,495262932
2018,2,1000413,"001245","은평로13길","CS100004","양식음식점",37595592,354,22,0,0,3,54,5,0,0,8,2,2439,15028.6666666667,2897260,1222984527
2018,2,1000349,"001631","한천로132길","CS100001","한식음식점",1326031933,50603,25,20,7,38,29,39,1,19,21,40,4084,237374.666666667,2508184,1725290384
2018,2,1000019,"001409","종로65길","CS100001","한식음식점",420434773,22640,23,36,12,29,14,41,2,20,21,11,5225,128137.333333333,2721614,2667658371
2018,2,1000266,"000415","돌곶이로41길","CS100001","한식음식점",354046956,16582,26,26,13,26,12,30,0,9,16,12,973,15270,2804680,359177452
2018,2,1000861,"000603","반포대로9길","CS100001","한식음식점",915790360,38179,9,68,6,22,3,37,3,17,24,15,3124,105287.333333333,4976069,1894183573
2018,2,1000464,"000374","독막로32길","CS100001","한식음식점",319146222,10231,19,43,16,27,10,41,1,23,15,6,1137,8498.66666666667,3101598,565405521
2018,2,1000070,"001283","이태원로27길","CS100001","한식음식점",2839159550,56757,50,7,5,31,36,52,2,56,26,22,392,42588.3333333333,7902322,561894152
2018,2,1000051,"000229","녹사평대로26길","CS100001","한식음식점",659018278,16152,23,39,13,32,10,46,1,25,21,12,908,33493.6666666667,2876356,747050160
2018,2,1000732,"001112","영신로9길","CS100010","호프·간이주점",97014299,3201,41,0,5,30,47,40,1,24,36,4,1326,61330.3333333333,2504355,603004421
2018,2,1000283,"000883","솔샘로6길","CS100010","호프·간이주점",51982759,1501,28,0,0,45,52,11,0,14,25,3,2031,57401,2694081,1023467988
2018,2,1000515,"000209","남부순환로70길","CS100010","호프·간이주점",91473761,3497,32,8,17,26,39,25,0,7,12,5,2839,20650.3333333333,2243516,1075473462
2018,2,1000402,"001069","연서로17길","CS100010","호프·간이주점",96903535,2003,34,0,0,16,39,22,0,7,8,6,2215,76420.3333333333,3135415,1035177082
2018,2,1000495,"001147","와우산로29길","CS100010","호프·간이주점",410977151,10698,40,9,3,31,44,44,2,38,33,18,823,61451.3333333333,3258653,685186078
2018,2,1000872,"000804","서초대로4길","CS100010","호프·간이주점",144432215,1841,14,19,1,23,42,30,0,10,28,1,1319,41727,3365155,659722305
2018,2,1000194,"001273","이문로42길","CS100010","호프·간이주점",77488220,1073,37,0,0,0,27,0,0,0,31,1,2721,85422,2279290,762975220
2018,2,1000405,"001074","연서로28길","CS100007","치킨전문점",155359674,6323,37,2,7,48,38,43,3,19,22,4,3774,214732.333333333,2718711,2021594685
2018,2,1000281,"000750","삼양로8길","CS100007","치킨전문점",67135101,2972,31,0,3,49,45,44,3,15,17,2,934,20463.3333333333,2594911,747142411
2018,2,1000825,"001236","은천로25길","CS100007","치킨전문점",319546967,19204,36,1,6,52,38,38,2,19,25,3,744,19450.3333333333,2695228,305594770
2018,2,1000809,"000641","법원단지길","CS100007","치킨전문점",296835453,14808,33,4,8,50,34,43,2,21,22,4,5461,149344.333333333,2558243,2869407265
2018,2,1000231,"000450","동일로123길","CS100007","치킨전문점",38087815,1558,34,0,3,37,43,38,1,16,24,4,4464,50773.3333333333,2198443,1527300670
2018,2,1000217,"001647","한천로46길","CS100007","치킨전문점",170998276,7695,30,0,1,46,49,43,2,14,22,4,1975,29486.3333333333,2771470,1203882423
2018,2,1000815,"000956","신림동길","CS100007","치킨전문점",190587405,10326,37,0,5,45,41,39,2,42,31,5,4152,169963.666666667,2483005,2281597812
2018,2,1000861,"000603","반포대로9길","CS100007","치킨전문점",117979294,4915,41,2,9,57,28,41,3,34,22,2,3124,105287.333333333,4976069,1894183573
2018,2,1000207,"001389","제기로5길","CS100005","분식전문점",225523115,26227,15,40,15,43,1,45,3,55,14,5,956,111852.666666667,2978508,551039622
2018,2,1000879,"001505","청두곶길","CS100005","분식전문점",93598144,10096,20,32,25,36,4,59,1,36,27,3,3874,58785.6666666667,3469599,1489168879
2018,2,1000858,"000609","방배천로4안길","CS100005","분식전문점",280420455,14807,20,40,13,36,9,45,1,20,25,6,1104,36817,4972070,458684928
2018,2,1000264,"000411","돌곶이로27길","CS100005","분식전문점",231194962,13051,35,11,14,40,26,64,7,38,21,3,2342,39393.6666666667,2595539,763716428
2018,2,1000743,"000484","동작대로7길","CS100005","분식전문점",490199114,29104,28,15,14,50,17,53,2,41,29,14,1545,98592.3333333333,3013804,656565641
2018,2,1000307,"001623","한천로101가길","CS100001","한식음식점",14144273,253,19,65,9,20,6,33,0,0,2,5,1021,15520,2857880,1151558491
2018,2,1000257,"001177","용마산로112길","CS100001","한식음식점",390947658,6280,24,52,17,25,6,42,0,4,13,11,1684,47856.3333333333,2160785,648197239
