"YEAR","QUARTER","CODE","CODE0","NAME","SVCODE","SVNAME","SALES_MONTH_AMT","SALES_MONTH_CNT","SALES_PER_WKND","SALES_PER_1114","SALES_PER_1417","SALES_PER_1721","SALES_PER_2124","SALES_PER_WOMAN","SALES_PER_AGE10","SALES_PER_AGE20","SALES_PER_AGE30","N_STORE","REPOP_TOT_AVG","FLPOP_TOT_AVG","IN_MONTH_AVG","CN_TOT_AVG"
2018,2,1000763,"000777","서달로14길","CS100005","분식전문점",1292308,123,0,0,50,50,0,100,0,50,0,1,454,58797.6666666667,2916039,119617928
2018,3,1000790,"000166","난곡로26길","CS100009","커피·음료",507326,13,0,50,0,50,0,50,0,0,0,2,2664,32010,2354526,1099974446
2018,1,1000116,"001158","왕십리로14길","CS100001","한식음식점",1203478869,34774,9,55,9,25,10,31,1,19,26,25,722,27540.3333333333,2806703,379172467
2018,1,1000196,"001354","장한로25길","CS100001","한식음식점",684453783,25480,17,58,10,25,7,39,1,8,16,15,329,38361.3333333333,2850865,254663358
2018,1,1000123,"001349","장터길","CS100001","한식음식점",1134994567,37193,29,17,10,36,25,35,1,18,22,35,1662,35758.3333333333,2378429,879578668
2018,1,1000620,"000063","경인로47길","CS100001","한식음식점",2039783488,89567,24,35,12,35,15,35,4,26,15,43,1607,70267.3333333333,2721948,589918865
2018,1,1000633,"000132","구로중앙로19길","CS100001","한식음식점",2000450674,69710,15,47,10,29,9,31,0,11,20,44,491,29784.6666666667,2639261,177758737
2018,1,1000674,"000910","시흥대로150길","CS100001","한식음식점",812123154,21110,24,35,11,38,11,29,0,9,18,19,2612,26643.3333333333,2612417,1107709794
2018,1,1000118,"001162","왕십리로26길","CS100002","중식음식점",86468725,5018,23,52,19,26,2,31,5,20,23,3,3174,183150.666666667,3102513,1127218823
2018,1,1000719,"001038","양평로19길","CS100002","중식음식점",616290710,21716,21,56,13,27,4,38,1,16,31,7,630,17033,2881022,343059645
2018,1,1000982,"000767","상일로5길","CS100002","중식음식점",104472948,4125,24,34,13,29,22,28,2,15,32,3,1443,14022,2849895,417633806
2018,1,1000782,"000113","관악로28길","CS100002","중식음식점",195778792,7098,36,34,19,45,2,47,1,15,27,1,797,44993.6666666667,4228581,334298329
2018,1,1000009,"000758","삼청로5길","CS100002","중식음식점",7755673,413,36,34,38,28,0,76,0,57,29,2,354,4315,4134384,228719648
2018,1,1000591,"001030","양천로14길","CS100002","중식음식점",5148641,307,8,56,13,30,2,27,1,10,24,1,3681,34527,2366183,1665554022
2018,1,1000810,"000662","복은길","CS100002","중식음식점",105829486,6016,41,36,22,42,1,33,1,25,35,1,3451,52081.6666666667,2411680,1416969662
2018,1,1000951,"000634","백제고분로45길","CS100003","일식음식점",249331566,10535,23,34,13,39,14,42,2,32,21,7,3728,67124.3333333333,3180994,2123322277
2018,1,1000786,"000136","구암길","CS100005","분식전문점",47436720,4562,15,38,25,27,2,59,2,6,21,3,1554,16060.6666666667,2411257,358860149
2018,1,1000433,"001559","통일로87길","CS100005","분식전문점",68665411,7380,43,29,31,37,0,51,2,20,37,2,1429,93630,2662176,646477817
2018,1,1000070,"001283","이태원로27길","CS100005","분식전문점",206056216,4591,53,2,5,18,32,51,2,64,25,4,392,37360.6666666667,7902322,561894152
2018,1,1000127,"000117","광나루로12길","CS100005","분식전문점",83840602,5906,22,26,12,36,21,47,2,39,25,4,181,31025.6666666667,2579221,250763808
2018,1,1000732,"001112","영신로9길","CS100006","패스트푸드점",48477613,5275,27,22,21,37,6,52,4,40,33,2,1326,56829,2504355,603004421
2018,1,1000401,"001068","연서로16길","CS100006","패스트푸드점",230814666,24144,30,11,10,27,22,46,2,29,28,2,3289,91758.3333333333,2722226,1838736957
2018,1,1000488,"000987","신촌로12길","CS100006","패스트푸드점",81310159,7435,35,12,17,52,19,36,4,45,20,2,572,60219.6666666667,2832888,143970622
2018,1,1000015,"001287","이화장길","CS100006","패스트푸드점",920300920,14291,33,35,20,38,5,59,1,33,31,2,1149,37257,3423832,415221144
2018,1,1000526,"000576","목동중앙본로7길","CS100006","패스트푸드점",80073978,3841,37,13,20,50,16,52,1,12,24,2,2021,20825.3333333333,2868283,926980030
2018,1,1000951,"000634","백제고분로45길","CS100009","커피·음료",199024179,22419,34,20,29,35,10,59,1,35,30,21,3728,67124.3333333333,3180994,2123322277
2018,1,1000644,"000502","디지털로32길","CS100009","커피·음료",576277735,78993,21,30,20,26,8,45,1,45,32,8,297,228462,2339253,586842261
2018,1,1000328,"000732","삼양로20길","CS100009","커피·음료",22906018,4134,32,28,27,25,7,62,3,27,27,1,2259,38714.6666666667,2851921,686774481
2018,1,1000690,"000267","당산로38길","CS100001","한식음식점",1575928431,31564,14,43,7,34,16,34,1,18,28,18,1607,74402.3333333333,3591068,996396361
2018,1,1000570,"000092","곰달래로31길","CS100001","한식음식점",122833375,5868,32,31,14,38,16,39,1,12,34,4,8952,174830.666666667,2744806,5489879656
2018,1,1000861,"000603","반포대로9길","CS100001","한식음식점",724153951,26615,8,74,5,17,3,34,3,18,25,16,3124,103852,4976069,1894183573
2018,1,1000008,"000687","북촌로5나길","CS100001","한식음식점",1727271836,39030,37,44,22,29,2,44,1,23,29,15,968,19115,4629872,502605419
2018,1,1000692,"000272","대림로22길","CS100001","한식음식점",43069417,1492,15,32,5,31,25,42,0,12,17,3,1295,26137.3333333333,2310422,516585634
2018,1,1000823,"000979","신원로3길","CS100001","한식음식점",476616865,20021,32,19,9,41,24,34,0,17,24,16,4307,129801.666666667,2573653,1886047271
2018,1,1000950,"000633","백제고분로42길","CS100001","한식음식점",160984612,9007,14,50,18,19,7,34,1,7,21,13,3299,74579,3114731,1781600605
2018,1,1000292,"001305","인촌로24길","CS100003","일식음식점",310041768,10867,14,45,14,38,3,43,3,46,21,6,442,178248.666666667,3575230,255970472
2018,1,1000015,"001287","이화장길","CS100003","일식음식점",641379126,24760,21,46,10,42,2,60,1,38,31,4,1149,37257,3423832,415221144
2018,1,1000505,"001537","토정로37길","CS100003","일식음식점",431952549,6464,19,23,5,39,30,36,0,11,29,5,44,40852.3333333333,4629659,198725892
2018,1,1000337,"000869","솔매로50길","CS100003","일식음식점",266259303,6047,18,38,10,41,12,50,1,14,16,5,2010,161556,2532288,1002775056
2018,1,1000339,"000892","수유로12길","CS100003","일식음식점",12329285,508,20,30,15,35,19,43,1,24,22,3,3229,92574.3333333333,2466827,1485681722
2018,1,1000488,"000987","신촌로12길","CS100003","일식음식점",31490397,2537,51,25,29,45,2,28,3,61,26,1,572,60219.6666666667,2832888,143970622
2018,1,1000325,"000355","도봉로8길","CS100003","일식음식점",43111128,816,34,0,1,13,50,39,1,34,38,1,278,24383.6666666667,2212350,108683997
2018,1,1000337,"000869","솔매로50길","CS100006","패스트푸드점",142949275,12641,30,13,17,39,29,48,3,24,25,5,2010,161556,2532288,1002775056
2018,1,1000495,"001147","와우산로29길","CS100006","패스트푸드점",6532237,1387,28,36,27,30,2,40,3,64,16,2,823,60257.6666666667,3258653,685186078
2018,1,1000072,"001332","장문로45길","CS100006","패스트푸드점",113616277,4903,47,8,12,43,33,43,1,34,30,1,3474,56209.6666666667,2465629,1503980816
2018,1,1000315,"000221","노해로17길","CS100006","패스트푸드점",17891544,959,45,9,18,52,22,44,1,25,29,1,1466,23599.3333333333,2398622,645403467
2018,1,1000043,"001501","청구로1길","CS100009","커피·음료",5725658,889,16,17,42,30,7,67,1,33,25,3,1674,19400.6666666667,2437327,669508970
2018,1,1000290,"001303","인촌로1길","CS100009","커피·음료",228736568,37558,23,35,27,17,4,57,0,24,24,9,878,79226.6666666667,2587213,395716781
2018,1,1000401,"001068","연서로16길","CS100009","커피·음료",12312485,905,32,27,44,18,7,44,3,24,27,3,3289,91758.3333333333,2722226,1838736957
2018,1,1000301,"001411","종암로19길","CS100009","커피·음료",46300381,9420,25,39,30,12,1,63,1,34,24,2,1402,30664.3333333333,2917109,683948234
2018,1,1000619,"000061","경인로35길","CS100009","커피·음료",27804560,3959,32,34,30,29,5,57,2,24,24,6,3474,38585.6666666667,2554572,1497824938
2018,1,1000390,"000021","갈현로1길","CS100009","커피·음료",131743662,13650,32,17,29,29,16,45,2,21,38,3,2242,35158.3333333333,2642585,1054634767
2018,1,1000015,"001287","이화장길","CS100009","커피·음료",803491048,71670,23,36,29,27,3,59,1,38,28,10,1149,37257,3423832,415221144
2018,1,1000658,"000149","금하로24길","CS100009","커피·음료",19293744,2519,24,30,41,19,5,55,0,34,17,2,3237,15468.6666666667,2324871,1279250924
2018,1,1000834,"001511","청룡길","CS100009","커피·음료",176617867,31678,41,27,31,27,7,50,1,38,28,8,3538,82435,2760444,1769590004
2018,1,1000531,"000973","신목로2길","CS100001","한식음식점",39681640,2289,28,38,12,44,6,42,4,13,12,6,1281,37024,4562418,560612383
2018,1,1000054,"000232","녹사평대로46길","CS100001","한식음식점",440931429,14211,42,13,19,48,17,51,2,41,28,8,891,29910.3333333333,3499002,568651399
2018,1,1000836,"001662","행운1길","CS100001","한식음식점",691365483,34162,25,33,15,37,13,37,1,30,23,15,3075,113830,2515168,1204558853
2018,1,1000391,"000024","갈현로33길","CS100001","한식음식점",88434208,5487,19,31,15,43,10,43,1,11,21,4,3430,63121.3333333333,2930117,1669417308
2018,1,1000701,"000318","도림로63길","CS100001","한식음식점",63550566,1716,26,42,8,36,11,28,0,9,10,7,1088,36302,2345686,436737352
2018,1,1000501,"001206","월드컵로25길","CS100001","한식음식점",259092140,6084,29,34,12,31,18,35,0,12,25,12,2194,84150,2944769,1081762005
2018,1,1000229,"000447","동일로101길","CS100002","중식음식점",256008014,13860,36,22,13,35,18,46,3,25,31,4,3036,65265.3333333333,2467738,1136270596
2018,1,1000637,"000134","구로중앙로7길","CS100002","중식음식점",472719605,20176,33,21,19,45,13,39,0,14,32,5,1051,20319.6666666667,2561902,431648253
2018,1,1000047,"001570","퇴계로56길","CS100003","일식음식점",106369520,6191,17,37,12,33,16,45,3,35,27,3,959,31686.6666666667,2875852,310712594
2018,1,1000688,"000264","당산로31길","CS100003","일식음식점",215184447,4761,7,57,6,19,16,43,1,13,25,3,1037,40365.3333333333,3892033,372279487
2018,1,1000449,"001440","증가로23나길","CS100003","일식음식점",49800343,1682,32,14,10,58,18,48,2,28,22,2,763,7438,2741263,565965035
2018,1,1000650,"001123","오류로8길","CS100003","일식음식점",111795040,3001,23,18,10,48,22,40,1,20,26,2,2871,85302,2431560,1202898528
2018,1,1000816,"000957","신림로11길","CS100006","패스트푸드점",1536240,205,73,0,11,13,69,80,0,53,47,3,3457,64017.6666666667,2548268,1916451033
2018,1,1000421,"001265","응암로34길","CS100006","패스트푸드점",237694985,9042,45,12,15,57,16,50,3,14,23,2,3452,45927.3333333333,2615355,2156166031
2018,1,1000447,"001437","증가로10길","CS100006","패스트푸드점",626610040,79504,27,25,18,28,16,43,8,49,18,4,3499,101890.666666667,2621369,1407342958
2018,1,1000030,"000241","다산로33길","CS100006","패스트푸드점",41055008,1806,26,10,12,28,20,42,3,42,27,1,1868,72071.6666666667,2217377,720051988
2018,1,1000427,"001452","증산로9길","CS100006","패스트푸드점",17680972,1168,40,5,15,58,22,41,2,26,21,2,5476,37987.6666666667,2758655,2146146724
2018,1,1000400,"001067","연서로13길","CS100006","패스트푸드점",15752821,2741,7,33,28,29,0,64,23,24,14,2,3284,38126.3333333333,2854374,1691028508
2018,1,1000408,"001075","연서로34길","CS100006","패스트푸드점",20926902,1214,36,8,18,48,25,47,3,19,25,1,2513,52388.3333333333,2828536,847165478
2018,1,1000443,"000891","수색로8길","CS100006","패스트푸드점",31657123,1053,41,17,21,52,10,44,1,22,19,1,1274,30215.6666666667,2370929,564316866
2018,1,1000642,"000500","디지털로27길","CS100006","패스트푸드점",18190692,909,26,40,14,33,0,44,2,39,34,1,3780,176535.666666667,2273140,2282640727
2018,1,1000642,"000500","디지털로27길","CS100009","커피·음료",16241396,3330,8,42,18,14,0,57,1,38,33,3,3780,176535.666666667,2273140,2282640727
2018,1,1000965,"001121","오금로46길","CS100009","커피·음료",103856064,12251,33,33,30,21,7,53,2,29,22,12,3047,71240.3333333333,3371816,1399839055
2018,1,1000921,"000722","삼성로64길","CS100009","커피·음료",69459059,8804,24,31,26,34,3,49,3,12,22,1,1946,33711.3333333333,5976108,998279034
2018,1,1000152,"001006","아차산로51길","CS100009","커피·음료",36565652,3515,24,33,21,18,7,60,1,27,29,2,1835,25688.3333333333,2785273,818730852
2018,1,1000661,"000390","독산로40길","CS100001","한식음식점",418012390,12441,28,22,11,39,23,44,1,12,19,12,7471,47189.3333333333,2468755,2965857187
2018,1,1000419,"001259","응암로14길","CS100001","한식음식점",838347729,18068,15,42,11,28,7,34,1,10,14,15,2145,80672,2560337,815299125
2018,1,1000669,"000639","범안로17길","CS100001","한식음식점",261938504,8153,19,32,5,38,18,28,2,25,24,10,1856,42821,3001154,1081078882
2018,1,1000328,"000732","삼양로20길","CS100001","한식음식점",117333865,4379,32,17,17,44,18,42,2,15,20,9,2259,38714.6666666667,2851921,686774481
2018,1,1000866,"000709","사평대로22길","CS100003","일식음식점",571210563,15202,32,38,21,30,11,42,2,26,31,4,2101,29346.3333333333,5597838,1400615168
2018,1,1000120,"001168","왕십리로6길","CS100003","일식음식점",59293485,1840,10,18,4,33,37,36,1,12,24,4,1661,65237,2678264,658104905
2018,1,1000377,"001656","해등로16길","CS100003","일식음식점",87165491,4039,33,30,20,47,3,52,1,19,30,4,1907,56230,2248393,955140013
2018,1,1000573,"000094","곰달래로60길","CS100003","일식음식점",53325973,1225,29,13,1,15,36,30,0,32,36,3,728,28363.3333333333,2763043,307736388
2018,1,1000943,"000625","백제고분로21길","CS100003","일식음식점",187635303,5842,15,36,5,27,21,35,1,21,31,3,2279,78738.6666666667,3050036,1346798114
2018,1,1000864,"000607","방배로42길","CS100003","일식음식점",252149119,5638,26,53,6,34,8,52,0,13,22,2,614,43096.3333333333,4283668,415525656
2018,1,1000123,"001349","장터길","CS100003","일식음식점",6.6e+07,1407,29,0,0,14,55,35,1,23,38,1,1662,35758.3333333333,2378429,879578668
2018,1,1000231,"000450","동일로123길","CS100006","패스트푸드점",33142706,1524,36,6,14,54,27,45,1,16,22,2,4464,44171.6666666667,2198443,1527300670
2018,1,1000640,"000310","도림로12길","CS100006","패스트푸드점",128467230,5377,40,9,13,46,28,37,2,33,35,2,1658,65031,2601422,890641663
2018,1,1000117,"001160","왕십리로21길","CS100006","패스트푸드점",43306249,6169,32,31,20,31,2,53,9,23,24,3,2485,57005,2866175,1473086748
2018,1,1000377,"001656","해등로16길","CS100006","패스트푸드점",42233895,3349,35,12,20,50,19,41,5,29,23,2,1907,56230,2248393,955140013
2018,1,1000620,"000063","경인로47길","CS100006","패스트푸드점",441958242,44896,28,32,19,37,9,41,10,45,16,7,1607,70267.3333333333,2721948,589918865
2018,1,1000846,"000033","강남대로8길","CS100006","패스트푸드점",152999635,13787,18,24,13,34,26,38,2,20,34,1,6807,162950.333333333,3479279,3875631580
2018,1,1000257,"001177","용마산로112길","CS100009","커피·음료",147079775,25701,34,28,29,21,5,49,2,30,24,5,1684,48873.6666666667,2160785,648197239
2018,1,1000402,"001069","연서로17길","CS100009","커피·음료",17514131,3114,25,35,35,21,0,49,3,20,26,4,2215,54041.6666666667,3135415,1035177082
2018,1,1000172,"000250","답십리로56길","CS100009","커피·음료",3833135,715,32,51,38,10,0,53,2,41,20,1,1797,30092.3333333333,2402056,680808595
2018,1,1000031,"000242","다산로36길","CS100009","커피·음료",92069345,11773,24,35,27,19,3,50,1,25,28,3,1348,75853.6666666667,3413215,670478972
2018,1,1000495,"001147","와우산로29길","CS100009","커피·음료",1826294413,185542,38,17,34,38,7,65,5,55,24,21,823,60257.6666666667,3258653,685186078
2018,1,1000485,"000845","성지3길","CS100009","커피·음료",765719536,70034,38,25,35,34,4,66,1,44,34,7,1322,49228.3333333333,3013336,750536209
2018,1,1000713,"000823","선유서로28길","CS100009","커피·음료",36751949,5752,12,51,24,10,2,52,0,26,28,4,581,29280,2767157,327140505
2018,1,1000054,"000232","녹사평대로46길","CS100003","일식음식점",6425872,70,60,0,0,0,40,60,0,60,40,3,891,29910.3333333333,3499002,568651399
2018,1,1000305,"001456","지봉로20길","CS100001","한식음식점",496659471,26821,27,33,15,34,12,45,3,36,25,16,2505,57608,2525985,1278337125
2018,1,1000443,"000891","수색로8길","CS100001","한식음식점",47994758,1806,16,39,21,32,7,40,0,8,32,7,1274,30215.6666666667,2370929,564316866
2018,1,1000401,"001068","연서로16길","CS100001","한식음식점",813670535,25652,25,33,14,31,13,39,1,15,16,22,3289,91758.3333333333,2722226,1838736957
2018,1,1000757,"000763","상도로15길","CS100001","한식음식점",839505929,28569,27,14,8,41,28,41,0,18,20,23,3070,150566.333333333,3002058,1866697306
2018,1,1000306,"001470","창경궁로43길","CS100001","한식음식점",1567770634,52305,27,42,13,35,7,47,1,13,20,10,1758,71957.3333333333,3575024,687916653
2018,1,1000451,"001527","충정로4길","CS100001","한식음식점",1833777622,64324,4,67,6,19,7,45,0,17,31,36,720,120107,5086562,127974503
2018,1,1000642,"000500","디지털로27길","CS100001","한식음식점",813809717,24416,15,40,8,34,15,31,0,15,26,23,3780,176535.666666667,2273140,2282640727
2018,1,1000482,"000832","성미산로1길","CS100003","일식음식점",7575210,132,40,0,0,13,51,45,0,27,25,1,2061,46940.6666666667,3000139,1287905486
2018,1,1000796,"000185","남부순환로151길","CS100003","일식음식점",48560250,1123,32,3,4,36,36,24,0,12,19,2,2028,50430,2558143,809010281
2018,1,1000084,"001616","한남대로20길","CS100004","양식음식점",2166726723,52062,31,35,23,30,9,61,1,28,36,15,215,25216.3333333333,2977280,174875405
2018,1,1000278,"000715","삼선교로10길","CS100004","양식음식점",18350945,1025,32,15,9,19,25,28,3,44,18,3,2004,101581,2625390,498042584
2018,1,1000330,"000734","삼양로27길","CS100004","양식음식점",71860930,3119,28,40,22,36,2,58,0,12,36,1,623,31904.3333333333,4188079,415097436
2018,1,1000559,"000040","강서로45길","CS100006","패스트푸드점",424226698,28102,32,16,15,41,20,48,10,29,19,5,2935,75710,3222173,1373180375
2018,1,1000404,"001073","연서로27길","CS100006","패스트푸드점",13331111,415,32,11,21,52,17,57,1,36,21,1,4390,24016,2965582,2151731448
2018,1,1000487,"000896","숭문길","CS100006","패스트푸드점",48384276,2977,21,23,19,40,19,47,4,27,22,4,2555,94595.3333333333,3482975,843152889
2018,1,1000503,"001212","월드컵로7길","CS100006","패스트푸드점",9655042,3526,7,9,67,24,0,41,33,31,30,1,5712,73815.6666666667,2952110,3429724058
2018,1,1000025,"001538","통일로12길","CS100006","패스트푸드점",185938664,5503,39,20,19,49,13,49,2,19,23,1,1814,159804,2525437,1486377190
2018,1,1000141,"000237","능동로4길","CS100007","치킨전문점",96765705,4663,32,7,8,40,36,48,4,26,23,4,1347,23567.3333333333,5099937,556224033
2018,1,1000964,"001120","오금로36길","CS100009","커피·음료",310374020,40601,13,39,23,22,4,49,1,25,32,12,2223,92165.3333333333,3179134,1557665509
2018,1,1000871,"000799","서초대로25길","CS100009","커피·음료",561459704,75320,16,40,28,14,1,60,1,29,35,9,1115,69741.3333333333,4019083,686589852
2018,1,1000879,"001505","청두곶길","CS100009","커피·음료",144236651,13816,33,31,30,24,5,65,1,33,26,9,3874,13440.6666666667,3469599,1489168879
2018,1,1000127,"000117","광나루로12길","CS100009","커피·음료",135173122,23748,35,23,23,34,13,52,1,54,26,6,181,31025.6666666667,2579221,250763808
2018,1,1000683,"000007","가마산로61길","CS100009","커피·음료",6e+06,978,22,32,29,30,5,47,3,24,28,1,1362,36590.3333333333,2389040,427502021
2018,1,1000312,"001693","화랑로1길","CS100009","커피·음료",14155410,1230,8,49,19,6,0,70,1,38,43,1,2878,45657.6666666667,2688188,1249538140
2018,1,1000042,"001500","청구로17길","CS100009","커피·음료",140490942,23069,16,39,22,22,4,61,1,38,31,4,1892,44777.3333333333,2882043,803743679
2018,1,1000766,"000825","성대로1길","CS100001","한식음식점",1719867626,51269,29,29,12,40,15,38,0,11,20,34,375,21236.3333333333,2801054,145864912
2018,1,1000207,"001389","제기로5길","CS100001","한식음식점",826377724,53142,14,42,10,33,10,34,1,43,17,30,956,90029,2978508,551039622
2018,1,1000307,"001623","한천로101가길","CS100001","한식음식점",20268035,238,13,51,21,25,4,14,0,1,0,5,1021,28292.3333333333,2857880,1151558491
2018,1,1000413,"001245","은평로13길","CS100004","양식음식점",16402483,170,50,0,0,0,45,1,0,0,6,1,2439,16460.3333333333,2897260,1222984527
2018,1,1000964,"001120","오금로36길","CS100004","양식음식점",202403688,8235,20,50,12,35,2,49,2,32,31,4,2223,92165.3333333333,3179134,1557665509
2018,1,1000951,"000634","백제고분로45길","CS100007","치킨전문점",29616818,1325,28,0,2,42,44,38,0,22,27,1,3728,67124.3333333333,3180994,2123322277
2018,1,1000704,"000360","도신로29길","CS100007","치킨전문점",54327006,2452,31,1,6,40,44,34,2,17,22,3,1403,44758.3333333333,2430156,608843223
2018,1,1000424,"001447","증산로17길","CS100007","치킨전문점",256161311,12885,33,5,10,50,32,42,2,19,27,4,2646,60084.6666666667,2875911,1155282488
2018,1,1000658,"000149","금하로24길","CS100007","치킨전문점",47843109,2062,30,5,8,57,29,37,5,13,18,3,3237,15468.6666666667,2324871,1279250924
2018,1,1000014,"001224","율곡로16길","CS100007","치킨전문점",34286605,678,14,0,0,24,57,31,0,15,24,1,486,23049,3069483,230868737
2018,1,1000766,"000825","성대로1길","CS100007","치킨전문점",37487364,1851,39,1,11,53,31,50,2,24,30,1,375,21236.3333333333,2801054,145864912
2018,1,1000283,"000883","솔샘로6길","CS100007","치킨전문점",12417566,707,35,0,9,34,33,24,7,43,23,3,2031,59230.3333333333,2694081,1023467988
2018,1,1000252,"000678","봉화산로56길","CS100009","커피·음료",454454029,64648,29,26,27,30,11,51,5,34,23,7,2920,78614,2922046,1094735499
2018,1,1000060,"000858","소월로20길","CS100009","커피·음료",19326847,2482,40,24,35,28,5,51,1,27,39,6,1296,37501.6666666667,2655778,455081251
2018,1,1000470,"000421","동교로38길","CS100009","커피·음료",724719256,52004,48,10,35,41,12,73,2,70,16,32,839,13929,2592557,473347636
2018,1,1000225,"000095","공릉로12가길","CS100001","한식음식점",79983362,5558,15,25,29,43,3,36,3,33,37,4,969,20024,3740723,663560437
2018,1,1000176,"000253","답십리로68길","CS100001","한식음식점",442007291,14547,22,39,17,33,10,38,0,13,21,14,3774,59905,3284565,2290779388
2018,1,1000138,"000235","능동로19길","CS100001","한식음식점",1593124477,42604,31,3,10,42,36,42,2,55,21,11,553,58630.3333333333,2517638,768176191
2018,1,1000405,"001074","연서로28길","CS100001","한식음식점",1336827382,49167,31,25,11,37,20,38,2,16,19,30,3774,213423.333333333,2718711,2021594685
2018,1,1000188,"000793","서울시립대로29길","CS100001","한식음식점",236423614,10063,23,39,7,25,15,27,6,37,11,9,1340,37955,2520560,623074716
2018,1,1000712,"000822","선유서로25길","CS100001","한식음식점",1313251359,42053,16,52,7,27,13,35,1,18,33,32,1391,17080.6666666667,2561835,703911667
2018,1,1000446,"001260","응암로1길","CS100004","양식음식점",247491009,21933,29,28,25,35,7,48,3,27,25,2,1383,27425.6666666667,2697645,584068200
2018,1,1000848,"000201","남부순환로317길","CS100004","양식음식점",428231915,13354,26,46,16,33,5,56,1,30,30,4,1218,34581.3333333333,4378703,770621194
2018,1,1000454,"001544","통일로37길","CS100004","양식음식점",53820195,3712,28,38,18,40,2,60,15,28,10,1,990,20455,3069114,257680189
2018,1,1000642,"000500","디지털로27길","CS100004","양식음식점",65759591,6747,10,36,19,13,4,60,0,23,41,2,3780,176535.666666667,2273140,2282640727
2018,1,1000789,"000165","난곡로24길","CS100004","양식음식점",22885951,1172,40,35,23,32,10,39,1,17,31,1,2364,9319.66666666667,2814457,825283063
2018,1,1000104,"000766","상원길","CS100004","양식음식점",218552224,13299,10,62,10,26,2,59,1,41,33,4,1109,85122,3227178,567361641
2018,1,1000152,"001006","아차산로51길","CS100007","치킨전문점",37936541,2391,30,0,5,41,48,37,2,27,22,4,1835,25688.3333333333,2785273,818730852
2018,1,1000531,"000973","신목로2길","CS100007","치킨전문점",76674454,3433,35,0,3,43,44,30,1,11,15,3,1281,37024,4562418,560612383
2018,1,1000237,"000453","동일로157길","CS100007","치킨전문점",48709309,2745,31,0,4,51,37,41,0,21,30,9,2900,117415,2298262,1135546848
2018,1,1000396,"000789","서오릉로8길","CS100007","치킨전문점",125814220,9108,36,1,6,43,37,43,2,26,30,4,2536,21249.3333333333,2758980,1219328330
2018,1,1000343,"001293","인수봉로56길","CS100007","치킨전문점",40935402,2710,27,0,6,57,37,39,5,9,20,1,2541,21128.6666666667,2414494,1215587784
2018,1,1000616,"000048","개봉로3길","CS100009","커피·음료",134598795,18275,32,23,29,37,7,55,2,23,37,4,8859,63387.6666666667,2700001,3989753614
2018,1,1000803,"000216","남현길","CS100009","커피·음료",26395642,4037,35,29,28,24,6,58,1,27,29,2,2301,52645,3508391,1131175651
2018,1,1000621,"000083","고척로21나길","CS100009","커피·음료",53777133,212,6,18,23,18,0,74,3,13,28,4,3524,9154.33333333333,3844901,1417560015
2018,1,1000084,"001616","한남대로20길","CS100009","커피·음료",609080658,43052,30,31,32,29,6,63,2,36,30,11,215,25216.3333333333,2977280,174875405
2018,1,1000818,"000964","신림로38길","CS100009","커피·음료",24543386,4399,41,21,33,35,10,57,1,47,31,4,1416,31188,2477650,651303072
2018,1,1000667,"000590","문성로5길","CS100009","커피·음료",3666667,222,0,0,50,50,0,0,0,0,0,1,3156,41134.3333333333,2405104,1640438527
2018,1,1000325,"000355","도봉로8길","CS100001","한식음식점",514597747,11143,30,1,3,40,41,37,1,27,29,10,278,24383.6666666667,2212350,108683997
2018,1,1000122,"001176","용답중앙길","CS100001","한식음식점",21617586,918,12,47,5,37,9,24,0,9,26,4,6940,97316.6666666667,2601498,2920681969
2018,1,1000286,"001127","오패산로19길","CS100001","한식음식점",284203802,8762,24,43,17,32,8,47,0,6,17,9,638,36972.6666666667,2223622,181953790
2018,1,1000281,"000750","삼양로8길","CS100001","한식음식점",78121025,1446,24,27,14,44,14,39,1,9,17,4,934,18443.6666666667,2594911,747142411
2018,1,1000217,"001647","한천로46길","CS100001","한식음식점",406338044,17917,25,39,17,31,11,41,1,13,23,12,1975,26804.6666666667,2771470,1203882423
2018,1,1000036,"000487","동호로15길","CS100001","한식음식점",678748122,19267,13,63,9,19,6,35,0,16,26,9,2361,56325.6666666667,3232347,969579821
2018,1,1000670,"000643","벚꽃로56길","CS100004","양식음식점",85771641,1428,5,0,0,26,71,31,0,26,52,1,903,24034,2350576,568974464
2018,1,1000861,"000603","반포대로9길","CS100004","양식음식점",648277934,10217,36,26,26,39,7,64,1,21,22,3,3124,103852,4976069,1894183573
2018,1,1000573,"000094","곰달래로60길","CS100004","양식음식점",9e+06,627,30,18,12,30,23,41,6,30,25,2,728,28363.3333333333,2763043,307736388
2018,1,1000039,"000564","명동길","CS100004","양식음식점",988555677,29851,16,39,21,17,5,47,1,21,34,4,26,69746.6666666667,4721110,29128814
2018,1,1000141,"000237","능동로4길","CS100004","양식음식점",8894755,632,28,29,35,30,1,65,0,14,31,1,1347,23567.3333333333,5099937,556224033
2018,1,1000827,"001330","장군봉1길","CS100007","치킨전문점",121864874,6598,31,0,4,40,44,32,1,19,23,4,1006,75658,2479730,736338415
2018,1,1000397,"000888","수색로18길","CS100007","치킨전문점",70718750,3238,34,2,6,45,38,39,2,15,20,2,2684,24929.6666666667,2437798,1129093919
2018,1,1000311,"001692","화랑로19길","CS100007","치킨전문점",25686138,650,24,0,0,31,53,33,1,5,11,2,1855,38925,2578948,708305332
